Type,Bed,Bath,Size,BER,Asking Price,Not Full Market Price,VAT Exclusive,latitude,longitude,ifsc_drive_distance_km,ifsc_walk_distance_km,ifsc_bike_distance_km,ifsc_transit_distance_km,Airport_distance_km,nearest_coast_name,coast_distance_km,eircode_area,month_sin,month_cos,day_sin,day_cos,Price_Difference_%
Semi-D,3.0,3.0,123.0,Unknown,595000.0,No,No,53.26435859999999,-6.2104386,12.184,11.884,11.773,13.033,34.631,Blackrock,6.79,D18,0.49999999999999994,0.8660254037844387,0.8978045395707416,-0.4403941515576344,9.243697478991598
Semi-D,3.0,1.0,112.0,Unknown,385000.0,No,No,53.3995324,-6.3087943,8.596,7.729,8.032,9.103,7.359,Ringsend,18.849,D11,0.49999999999999994,0.8660254037844387,0.8978045395707416,-0.4403941515576344,10.38961038961039
Semi-D,4.0,3.0,150.0,C3,550000.0,No,No,53.31947940000001,-6.3355562,9.219,7.641,7.656,7.983,22.872,Ringsend,8.504,D12,0.49999999999999994,0.8660254037844387,0.8978045395707416,-0.4403941515576344,20.18181818181818
Detached,4.0,4.0,169.0,Unknown,750000.0,No,No,53.4893072,-6.298861400000001,23.526,20.076,21.653,26.38,12.332,Ringsend,24.525,K67,0.49999999999999994,0.8660254037844387,0.8978045395707416,-0.4403941515576344,0.6666666666666667
Semi-D,3.0,2.0,100.0,E1,480000.0,No,No,53.3558591,-6.4437779,27.521,15.105,14.492,14.989,19.78,Ringsend,28.52,K78,0.49999999999999994,0.8660254037844387,0.8978045395707416,-0.4403941515576344,-0.20833333333333334
Detached,5.0,3.0,221.0,D2,1425000.0,No,No,53.2749359,-6.2288222,10.42,9.867,9.99,10.874,34.523,Blackrock,6.318,D16,0.49999999999999994,0.8660254037844387,0.8978045395707416,-0.4403941515576344,0.0
Semi-D,3.0,2.0,132.0,E2,775000.0,No,No,53.28184539999999,-6.2004777,10.356,9.668,9.748,10.697,36.603,Blackrock,4.962,A94,0.49999999999999994,0.8660254037844387,0.8978045395707416,-0.4403941515576344,8.38709677419355
Semi-D,4.0,1.0,92.0,D2,395000.0,No,No,53.4647715,-6.2289886,20.498,14.68,15.458,20.727,9.74,Howth Head,17.396,K67,0.49999999999999994,0.8660254037844387,0.8978045395707416,-0.4403941515576344,13.924050632911392
Semi-D,4.0,2.0,123.0,D2,765000.0,No,No,53.2759183,-6.174683,11.583,11.255,11.951,16.745,37.287,Monkstown,3.581,D18,0.49999999999999994,0.8660254037844387,0.8978045395707416,-0.4403941515576344,-2.6143790849673203
Detached,3.0,3.0,100.0,C3,595000.0,No,No,53.2658605,-6.2133312,11.946,11.737,11.638,13.074,34.393,Blackrock,6.552,D18,0.49999999999999994,0.8660254037844387,0.8978045395707416,-0.4403941515576344,1.680672268907563
Terrace,2.0,1.0,71.0,C2,450000.0,No,No,53.290169,-6.204362,8.899,8.583,8.622,9.824,36.962,Blackrock,3.506,A94,0.49999999999999994,0.8660254037844387,0.8978045395707416,-0.4403941515576344,18.88888888888889
Semi-D,4.0,2.0,135.0,E1,695000.0,No,No,53.2650702,-6.1420775,13.896,12.951,13.985,15.271,42.626,Killiney Beach,3.922,A96,0.49999999999999994,0.8660254037844387,0.8978045395707416,-0.4403941515576344,5.0359712230215825
Semi-D,3.0,2.0,97.0,C2,395000.0,No,No,53.3977709,-6.1750266,8.158,8.064,8.075,8.685,11.396,Bull Island,6.141,D13,0.49999999999999994,0.8660254037844387,0.8978045395707416,-0.4403941515576344,15.949367088607595
Apartment,2.0,2.0,82.0,B2,425000.0,No,No,53.2496808,-6.1792411,14.088,14.059,14.795,16.166,37.08,Killiney Beach,6.268,D18,0.49999999999999994,0.8660254037844387,0.8978045395707416,-0.4403941515576344,0.0
Apartment,2.0,2.0,81.0,Unknown,290000.0,No,No,53.404288,-6.407831799999999,27.036,14.717,14.942,15.042,19.295,Ringsend,28.036,D15,0.49999999999999994,0.8660254037844387,0.8978045395707416,-0.4403941515576344,5.172413793103448
Terrace,3.0,2.0,134.0,B2,1300000.0,No,No,53.3248937,-6.2421237,3.834,3.413,4.27,4.249,18.769,Ringsend,2.933,D04,0.49999999999999994,0.8660254037844387,0.8978045395707416,-0.4403941515576344,0.0
Semi-D,5.0,1.0,140.0,E1,800000.0,No,No,53.364506,-6.210798,4.552,3.99,4.038,4.797,10.227,Clontarf Seafront,1.721,D03,0.49999999999999994,0.8660254037844387,0.8978045395707416,-0.4403941515576344,10.625
Apartment,2.0,2.0,64.0,C1,259000.0,No,No,53.40548769999999,-6.286654299999999,14.729,8.391,9.392,10.824,6.061,Ringsend,15.729,D11,0.49999999999999994,0.8660254037844387,0.8978045395707416,-0.4403941515576344,4.247104247104247
Terrace,3.0,3.0,108.0,B3,710000.0,No,No,53.45397269999999,-6.162638599999999,19.31,14.538,14.501,16.059,11.747,Clontarf Seafront,12.437,K36,0.49999999999999994,0.8660254037844387,0.8978045395707416,-0.4403941515576344,13.380281690140844
Apartment,2.0,1.0,55.0,Unknown,399950.0,No,No,53.3234585,-6.2348308,4.456,3.767,3.94,5.076,19.262,Sandymount Strand,3.224,D04,0.49999999999999994,0.8660254037844387,0.8978045395707416,-0.4403941515576344,38.76734591823978
Apartment,2.0,1.0,63.0,C2,425000.0,No,No,53.2924358,-6.147005699999999,11.286,10.538,11.093,11.13,23.906,Monkstown,0.548,A96,0.49999999999999994,0.8660254037844387,0.8978045395707416,-0.4403941515576344,14.117647058823529
Semi-D,3.0,2.0,92.0,D1,425000.0,No,No,53.40087,-6.169690300000001,13.91,9.084,9.102,9.734,10.817,Clontarf Seafront,7.159,D13,0.49999999999999994,0.8660254037844387,0.8978045395707416,-0.4403941515576344,17.647058823529413
Semi-D,5.0,2.0,140.0,B2,850000.0,No,No,53.28145019999999,-6.2363379,9.831,9.161,9.125,9.453,34.267,Blackrock,6.549,D16,0.49999999999999994,0.8660254037844387,0.8978045395707416,-0.4403941515576344,24.705882352941178
Terrace,2.0,1.0,82.0,B2,375000.0,No,No,53.3739885,-6.2263123,3.82,3.854,3.854,3.986,9.186,Clontarf Seafront,3.803,D03,0.49999999999999994,0.8660254037844387,0.8978045395707416,-0.4403941515576344,14.666666666666666
Terrace,2.0,1.0,71.2,F,495000.0,No,No,53.3772195,-6.2629563,4.622,4.194,4.666,5.345,8.26,Clontarf Seafront,5.697,D09,0.49999999999999994,0.8660254037844387,0.8978045395707416,-0.4403941515576344,-5.05050505050505
Apartment,2.0,1.0,55.0,Unknown,210000.0,No,No,53.6134023,-6.2052916,33.454,32.852,33.38,37.657,26.567,Ringsend,34.454,K32,0.49999999999999994,0.8660254037844387,0.8978045395707416,-0.4403941515576344,4.761904761904762
Apartment,2.0,2.0,61.0,Unknown,225000.0,No,No,53.418276,-6.3923239,23.741,14.203,16.826,23.531,9.671,Ringsend,24.741,D15,0.49999999999999994,0.8660254037844387,0.8978045395707416,-0.4403941515576344,11.11111111111111
Apartment,2.0,1.0,67.0,Unknown,269950.0,No,No,53.4413063,-6.2051314,15.539,13.392,13.721,14.199,6.852,Howth Head,13.482,K67,0.49999999999999994,0.8660254037844387,0.8978045395707416,-0.4403941515576344,1.8707167994072977
Apartment,3.0,2.0,136.0,Unknown,750000.0,No,No,53.2993482,-6.177657399999999,8.926,8.089,8.579,9.105,21.546,Blackrock,0.827,A94,0.49999999999999994,0.8660254037844387,0.8978045395707416,-0.4403941515576344,0.0
Apartment,3.0,2.0,66.3,C3,230000.0,No,No,53.2900795,-6.3341286,32.857,10.533,10.158,12.743,25.117,Ringsend,11.253,D24,0.49999999999999994,0.8660254037844387,0.8978045395707416,-0.4403941515576344,10.0
Bungalow,3.0,1.0,85.0,C3,595000.0,No,No,53.2479104,-6.1244228,16.146,15.268,16.073,21.401,41.867,Killiney Beach,1.555,A96,0.49999999999999994,0.8660254037844387,0.8978045395707416,-0.4403941515576344,0.0
Terrace,2.0,1.0,64.0,Unknown,395000.0,No,No,53.3798772,-6.209244399999999,5.786,5.525,5.515,5.537,9.466,Clontarf Seafront,3.227,D05,0.49999999999999994,0.8660254037844387,0.48530196253108104,-0.8743466161445821,16.455696202531644
Terrace,4.0,2.0,198.0,E1,795000.0,No,No,53.3647106,-6.257247599999999,2.482,2.398,2.381,3.192,8.629,Ringsend,4.481,D09,0.49999999999999994,0.8660254037844387,0.48530196253108104,-0.8743466161445821,7.547169811320755
Bungalow,3.0,1.0,67.0,C3,595000.0,No,No,53.3362893,-6.269587599999999,5.01,2.721,2.984,3.005,14.27,Ringsend,4.876,D08,0.49999999999999994,0.8660254037844387,0.48530196253108104,-0.8743466161445821,8.403361344537815
Semi-D,3.0,1.0,110.0,D1,694950.0,No,No,53.2469131,-6.115742699999999,17.017,16.039,16.958,18.845,42.739,Killiney Beach,1.686,A96,0.49999999999999994,0.8660254037844387,0.48530196253108104,-0.8743466161445821,-1.4317576804086625
Apartment,1.0,1.0,32.0,E2,349000.0,No,No,53.3317939,-6.243222299999999,3.242,2.487,2.887,4.0,18.06,Ringsend,2.139,D04,0.49999999999999994,0.8660254037844387,0.48530196253108104,-0.8743466161445821,0.28653295128939826
Semi-D,3.0,2.0,144.0,B3,495000.0,No,No,53.2739509,-6.348153700000001,35.206,12.717,12.993,13.865,27.465,Blackrock,15.797,D24,0.49999999999999994,0.8660254037844387,0.48530196253108104,-0.8743466161445821,3.0303030303030303
Terrace,3.0,2.0,80.0,C1,299000.0,No,No,53.3934594,-6.3095158,7.6,7.458,7.628,8.444,7.137,Ringsend,18.627,D11,0.49999999999999994,0.8660254037844387,0.48530196253108104,-0.8743466161445821,9.364548494983277
Semi-D,3.0,3.0,101.0,C1,400000.0,No,No,53.2809027,-6.4220063,35.037,15.94,16.371,17.489,27.296,Blackrock,27.24,D24,0.49999999999999994,0.8660254037844387,0.48530196253108104,-0.8743466161445821,6.75
End of Terrace,3.0,1.0,102.0,Unknown,345000.0,No,No,53.3424334,-6.3291694,7.684,5.908,6.126,6.506,20.992,Ringsend,8.322,D10,0.49999999999999994,0.8660254037844387,0.48530196253108104,-0.8743466161445821,37.68115942028986
Terrace,2.0,1.0,70.0,D1,430000.0,No,No,53.37517159999999,-6.222849000000001,3.865,3.91,3.9,4.11,8.287,Clontarf Seafront,3.849,D09,0.49999999999999994,0.8660254037844387,0.48530196253108104,-0.8743466161445821,5.813953488372093
Apartment,1.0,1.0,37.0,Unknown,320000.0,No,No,53.3274942,-6.2553132,3.814,3.209,4.159,4.151,19.597,Ringsend,3.1,D06,0.49999999999999994,0.8660254037844387,0.48530196253108104,-0.8743466161445821,-13.4375
Terrace,3.0,2.0,92.0,C1,425000.0,No,No,53.2939801,-6.3161215,10.372,8.932,9.457,9.169,25.443,Ringsend,9.657,D6W,0.49999999999999994,0.8660254037844387,0.48530196253108104,-0.8743466161445821,20.47058823529412
Semi-D,3.0,2.0,108.0,D2,475000.0,No,No,53.39156980000001,-6.283822400000001,7.297,6.558,7.352,7.723,7.843,Clontarf Seafront,8.516,D11,0.49999999999999994,0.8660254037844387,0.48530196253108104,-0.8743466161445821,16.842105263157894
Apartment,2.0,1.0,45.0,C3,285000.0,No,No,53.3438094,-6.2762422,4.163,2.414,2.515,2.434,12.993,Ringsend,4.746,D08,0.49999999999999994,0.8660254037844387,0.48530196253108104,-0.8743466161445821,15.263157894736842
Semi-D,3.0,2.0,105.6,D2,795000.0,No,No,53.2680988,-6.1243033,14.69,13.81,15.349,15.333,43.403,Dalkey,2.365,A96,0.49999999999999994,0.8660254037844387,0.48530196253108104,-0.8743466161445821,4.40251572327044
Apartment,2.0,1.0,61.0,C2,280000.0,No,No,53.3434111,-6.338317399999999,8.546,6.764,7.4,7.354,19.967,Ringsend,9.184,D20,0.49999999999999994,0.8660254037844387,0.48530196253108104,-0.8743466161445821,16.785714285714285
Semi-D,5.0,1.0,142.0,E2,795000.0,No,No,53.3669623,-6.207766800000001,4.424,4.169,4.487,4.528,9.958,Clontarf Seafront,2.073,D03,0.49999999999999994,0.8660254037844387,0.48530196253108104,-0.8743466161445821,6.289308176100629
Terrace,3.0,1.0,75.8,C1,315000.0,No,No,53.3227229,-6.3751406,28.815,11.203,11.59,11.398,21.074,Blackrock,21.052,D22,0.49999999999999994,0.8660254037844387,0.48530196253108104,-0.8743466161445821,19.047619047619047
Apartment,2.0,2.0,70.3,B3,300000.0,No,No,53.3760904,-6.3909552,23.019,11.23,11.317,12.678,15.279,Ringsend,24.019,D15,0.49999999999999994,0.8660254037844387,0.48530196253108104,-0.8743466161445821,29.666666666666668
Terrace,4.0,1.0,170.0,Unknown,1500000.0,No,No,53.2764086,-6.1035628,15.523,14.231,14.974,15.067,45.334,Dalkey,0.633,A96,0.49999999999999994,0.8660254037844387,0.48530196253108104,-0.8743466161445821,5.666666666666666
Apartment,4.0,3.0,110.0,D2,750000.0,No,No,53.3385288,-6.237584900000001,1.832,1.827,1.838,3.152,17.201,Ringsend,1.199,D04,0.49999999999999994,0.8660254037844387,0.48530196253108104,-0.8743466161445821,-1.866666666666667
End of Terrace,3.0,1.0,81.9,G,260000.0,No,No,53.2915494,-6.399499899999999,32.603,13.73,13.901,15.284,24.863,Blackrock,21.507,D24,0.49999999999999994,0.8660254037844387,0.29936312297335804,-0.9541392564000488,15.384615384615385
Semi-D,4.0,2.0,152.0,D2,595000.0,No,No,53.3227556,-6.284233599999999,5.566,4.646,4.652,4.711,30.112,Ringsend,4.852,D6W,0.49999999999999994,0.8660254037844387,0.29936312297335804,-0.9541392564000488,21.008403361344538
Semi-D,4.0,3.0,99.0,C1,645000.0,No,No,53.4541786,-6.2316772,16.251,13.842,14.242,17.928,7.463,Ringsend,17.251,K67,0.49999999999999994,0.8660254037844387,0.29936312297335804,-0.9541392564000488,0.0
Semi-D,3.0,2.0,110.0,E2,625000.0,No,No,53.2922726,-6.3071476,10.074,8.738,8.971,9.449,26.733,Ringsend,9.36,D14,0.49999999999999994,0.8660254037844387,0.29936312297335804,-0.9541392564000488,7.199999999999999
Apartment,1.0,1.0,61.0,E2,295000.0,No,No,53.30055369999999,-6.2005181,8.338,7.501,7.991,8.487,20.958,Blackrock,1.945,A94,0.49999999999999994,0.8660254037844387,0.29936312297335804,-0.9541392564000488,27.11864406779661
Semi-D,4.0,3.0,197.0,C1,995000.0,No,No,53.3123407,-6.305966700000001,7.621,6.729,6.707,7.153,25.218,Ringsend,6.907,D12,0.49999999999999994,0.8660254037844387,0.29936312297335804,-0.9541392564000488,16.582914572864322
Semi-D,3.0,1.0,69.0,D2,545000.0,No,No,53.3057451,-6.2616865,8.036,6.052,6.896,7.008,29.802,Sandymount Strand,6.594,D14,0.49999999999999994,0.8660254037844387,0.29936312297335804,-0.9541392564000488,-1.4678899082568808
Apartment,2.0,2.0,83.0,C1,580000.0,No,No,53.31421630000001,-6.250890800000001,5.744,5.261,6.392,6.879,20.341,Sandymount Strand,4.302,D06,0.49999999999999994,0.8660254037844387,0.29936312297335804,-0.9541392564000488,14.655172413793101
End of Terrace,3.0,1.0,83.7,C3,330000.0,No,No,53.3891814,-6.402409599999999,23.954,12.954,13.464,13.933,16.213,Ringsend,24.953,D15,0.49999999999999994,0.8660254037844387,0.29936312297335804,-0.9541392564000488,10.0
Apartment,2.0,3.0,93.0,B1,350000.0,No,No,53.3374742,-6.4609235,29.758,15.902,16.918,19.936,22.017,Ringsend,30.757,K78,0.49999999999999994,0.8660254037844387,0.29936312297335804,-0.9541392564000488,2.0
Semi-D,5.0,2.0,140.0,E1,725000.0,No,No,53.3843255,-6.1645913,8.267,7.554,7.657,7.677,14.249,Bull Island,4.571,D05,0.49999999999999994,0.8660254037844387,0.29936312297335804,-0.9541392564000488,9.655172413793103
Bungalow,5.0,3.0,186.5,C1,710000.0,No,No,53.5565894,-6.290026999999999,33.321,28.07,28.924,40.453,20.96,Ringsend,34.32,K32,0.49999999999999994,0.8660254037844387,0.29936312297335804,-0.9541392564000488,0.0
Semi-D,3.0,2.0,70.0,C3,575000.0,No,No,53.3125752,-6.289181,6.875,5.952,6.466,7.498,29.602,Ringsend,6.161,D6W,0.49999999999999994,0.8660254037844387,0.29936312297335804,-0.9541392564000488,6.086956521739131
Apartment,2.0,1.0,57.0,C1,235000.0,No,No,53.2960722,-6.4918404,37.806,19.324,20.467,20.831,30.066,Blackrock,30.01,D22,0.49999999999999994,0.8660254037844387,0.29936312297335804,-0.9541392564000488,25.53191489361702
Terrace,3.0,2.0,81.0,Unknown,250000.0,No,No,53.28444959999999,-6.4056147,34.861,15.225,15.951,16.847,27.121,Ringsend,15.559,D24,0.49999999999999994,0.8660254037844387,0.29936312297335804,-0.9541392564000488,-1.2
Apartment,2.0,2.0,59.5,Unknown,295000.0,No,No,53.2494142,-6.178772299999999,14.081,14.047,14.783,16.154,37.073,Killiney Beach,6.261,D18,0.49999999999999994,0.8660254037844387,0.29936312297335804,-0.9541392564000488,-1.1423728813559322
Semi-D,5.0,2.0,138.0,Unknown,495000.0,No,No,53.38926559999999,-6.231640199999999,5.707,5.633,6.747,6.641,6.79,Clontarf Seafront,5.717,D09,0.49999999999999994,0.8660254037844387,0.29936312297335804,-0.9541392564000488,5.05050505050505
Terrace,3.0,1.0,86.0,E1,395000.0,No,No,53.3112122,-6.3355123,10.357,8.426,8.626,10.876,24.043,Ringsend,9.643,D12,0.49999999999999994,0.8660254037844387,0.29936312297335804,-0.9541392564000488,17.72151898734177
End of Terrace,3.0,1.0,80.0,D1,395000.0,No,No,53.3593051,-6.271957,3.106,2.515,2.713,2.935,12.067,Ringsend,5.008,D07,0.49999999999999994,0.8660254037844387,0.29936312297335804,-0.9541392564000488,6.329113924050633
Terrace,3.0,2.0,91.1,Unknown,580000.0,No,No,53.3788036,-6.1719336,7.389,7.085,7.135,7.214,10.838,Bull Island,3.813,D05,0.49999999999999994,0.8660254037844387,0.29936312297335804,-0.9541392564000488,22.413793103448278
Semi-D,3.0,1.0,97.0,E1,359000.0,No,No,53.40300449999999,-6.4055867,24.37,13.655,14.146,14.245,16.629,Ringsend,25.369,D15,0.49999999999999994,0.8660254037844387,0.29936312297335804,-0.9541392564000488,3.064066852367688
Semi-D,3.0,3.0,90.0,Unknown,385000.0,No,No,53.3505287,-6.4158726,25.774,12.65,12.804,13.283,18.034,Ringsend,26.774,K78,0.49999999999999994,0.8660254037844387,0.29936312297335804,-0.9541392564000488,14.805194805194805
Apartment,1.0,1.0,41.0,Unknown,195000.0,No,No,53.32691459999999,-6.3023378,7.032,5.212,5.211,5.347,25.008,Ringsend,6.317,D12,0.49999999999999994,0.8660254037844387,0.29936312297335804,-0.9541392564000488,30.76923076923077
Semi-D,2.0,1.0,62.0,G,325000.0,No,No,53.37460189999999,-6.2104443,4.502,4.541,4.537,4.736,8.981,Clontarf Seafront,3.335,D05,0.49999999999999994,0.8660254037844387,0.10116832198743272,-0.994869323391895,1.5384615384615385
Detached,3.0,3.0,125.0,Unknown,395000.0,No,No,53.3002102,-6.3699216,31.795,11.256,11.53,13.027,24.054,Ringsend,13.2,D24,0.49999999999999994,0.8660254037844387,0.10116832198743272,-0.994869323391895,31.89873417721519
Terrace,2.0,1.0,75.0,Unknown,405000.0,No,No,53.3590739,-6.2853611,4.054,3.431,4.206,3.804,12.371,Ringsend,5.956,D07,0.49999999999999994,0.8660254037844387,0.10116832198743272,-0.994869323391895,0.0
End of Terrace,3.0,2.0,107.0,E1,460000.0,No,No,53.2395747,-6.1220005,17.744,16.113,16.931,20.726,43.188,Killiney Beach,2.959,D18,0.49999999999999994,0.8660254037844387,0.10116832198743272,-0.994869323391895,6.739130434782608
Semi-D,3.0,2.0,93.0,C3,540000.0,No,No,53.2806023,-6.320049699999999,34.357,10.572,11.088,10.814,26.617,Ringsend,10.751,D16,0.49999999999999994,0.8660254037844387,0.10116832198743272,-0.994869323391895,17.59259259259259
Apartment,2.0,1.0,56.0,D2,395000.0,No,No,53.3494249,-6.231339699999999,1.421,1.144,1.299,1.578,14.157,Ringsend,3.142,D01,0.49999999999999994,0.8660254037844387,0.10116832198743272,-0.994869323391895,0.0
Apartment,1.0,1.0,49.0,D1,250000.0,No,No,53.3827775,-6.3951661,24.876,11.705,12.362,12.879,17.135,Ringsend,25.876,D15,0.49999999999999994,0.8660254037844387,0.10116832198743272,-0.994869323391895,10.8
Semi-D,3.0,3.0,143.0,Unknown,565000.0,No,No,53.2740847,-6.3383718,34.939,12.399,12.508,13.133,27.199,Blackrock,15.53,D24,0.49999999999999994,0.8660254037844387,0.10116832198743272,-0.994869323391895,11.504424778761061
Bungalow,4.0,2.0,143.0,C1,825000.0,No,No,53.38731,-6.1458056,9.971,9.117,10.053,10.629,13.741,Bull Island,4.298,D13,0.49999999999999994,0.8660254037844387,0.10116832198743272,-0.994869323391895,18.181818181818183
Semi-D,3.0,2.0,130.0,C2,550000.0,No,No,53.3333926,-6.3267457,8.257,6.412,7.07,6.935,23.718,Ringsend,7.543,D12,0.49999999999999994,0.8660254037844387,0.10116832198743272,-0.994869323391895,12.727272727272727
Apartment,2.0,2.0,91.0,Unknown,775000.0,No,No,53.3336735,-6.2291287,2.697,2.692,3.281,3.753,16.995,Ringsend,1.297,D04,0.49999999999999994,0.8660254037844387,0.10116832198743272,-0.994869323391895,11.225806451612904
Semi-D,5.0,1.0,128.0,Unknown,450000.0,No,No,53.29127,-6.350794,33.398,11.402,12.052,17.613,25.657,Ringsend,11.794,D24,0.49999999999999994,0.8660254037844387,0.10116832198743272,-0.994869323391895,18.0
Semi-D,3.0,2.0,107.0,C2,675000.0,No,No,53.2767546,-6.2637893,10.979,9.913,11.432,12.281,33.553,Blackrock,8.496,D16,0.49999999999999994,0.8660254037844387,0.10116832198743272,-0.994869323391895,6.814814814814815
Terrace,2.0,1.0,61.0,C3,425000.0,No,No,53.3273064,-6.274499199999999,4.968,4.032,4.054,5.465,24.81,Ringsend,4.254,D06,0.49999999999999994,0.8660254037844387,0.10116832198743272,-0.994869323391895,27.52941176470588
Semi-D,4.0,3.0,188.0,E1,1500000.0,No,No,53.3329951,-6.2216095,4.066,3.255,3.256,3.421,16.686,Ringsend,0.988,D04,0.49999999999999994,0.8660254037844387,0.10116832198743272,-0.994869323391895,1.3333333333333335
Semi-D,3.0,2.0,128.0,E2,895000.0,No,No,53.2842577,-6.136810499999999,12.6,11.909,12.743,13.874,25.22,Dún Laoghaire,1.39,A96,0.49999999999999994,0.8660254037844387,0.10116832198743272,-0.994869323391895,10.0
Terrace,3.0,2.0,104.7,D1,495000.0,No,No,53.2958055,-6.2427445,7.713,7.196,7.523,8.482,35.023,Sandymount Strand,6.092,D14,0.49999999999999994,0.8660254037844387,0.10116832198743272,-0.994869323391895,11.11111111111111
Semi-D,3.0,2.0,82.0,C2,549950.0,No,No,53.2321994,-6.1160033,17.588,17.447,17.74,20.85,43.033,Killiney Beach,3.653,D18,0.49999999999999994,0.8660254037844387,0.10116832198743272,-0.994869323391895,7.737067006091462
End of Terrace,2.0,1.0,83.8,Unknown,525000.0,No,No,53.3355107,-6.2916794,6.167,4.075,4.168,4.765,23.204,Ringsend,5.639,D08,0.49999999999999994,0.8660254037844387,0.10116832198743272,-0.994869323391895,11.428571428571429
Detached,4.0,4.0,295.0,F,2000000.0,No,No,53.29992619999999,-6.2715647,9.199,7.204,7.663,8.046,29.564,Sandymount Strand,7.757,D14,0.49999999999999994,0.8660254037844387,0.10116832198743272,-0.994869323391895,12.5
Terrace,3.0,2.0,120.0,C1,695000.0,No,No,53.36718949999999,-6.2316727,2.916,2.726,2.74,3.289,9.145,Clontarf Seafront,2.953,D03,0.49999999999999994,0.8660254037844387,0.10116832198743272,-0.994869323391895,16.115107913669064
Apartment,3.0,2.0,97.0,B3,395000.0,No,No,53.27065589999999,-6.2391422,13.378,11.157,11.288,11.464,35.932,Blackrock,9.157,D18,0.49999999999999994,0.8660254037844387,0.10116832198743272,-0.994869323391895,9.620253164556962
Terrace,2.0,1.0,60.0,E1,460000.0,No,No,53.3148212,-6.2894972,6.729,5.806,6.072,8.07,29.456,Ringsend,6.015,D6W,0.49999999999999994,0.8660254037844387,0.10116832198743272,-0.994869323391895,22.39130434782609
Terrace,2.0,2.0,82.1,C2,525000.0,No,No,53.3218875,-6.2947853,6.665,5.349,5.687,7.273,25.557,Ringsend,5.951,D12,0.49999999999999994,0.8660254037844387,0.10116832198743272,-0.994869323391895,14.285714285714285
End of Terrace,3.0,3.0,92.0,Unknown,335000.0,No,No,53.3200795,-6.376847799999999,28.362,10.772,10.484,11.278,20.622,Blackrock,20.6,D22,0.49999999999999994,0.8660254037844387,0.10116832198743272,-0.994869323391895,22.98507462686567
Semi-D,3.0,3.0,122.0,B3,455000.0,No,No,53.33706069999999,-6.440993499999999,30.304,14.791,16.124,17.728,22.563,Blackrock,29.58,K78,0.49999999999999994,0.8660254037844387,0.10116832198743272,-0.994869323391895,20.0
Terrace,3.0,2.0,102.0,C1,650000.0,No,No,53.2897645,-6.188069,9.324,9.469,9.266,11.121,37.317,Blackrock,2.467,A94,0.49999999999999994,0.8660254037844387,0.10116832198743272,-0.994869323391895,7.6923076923076925
Terrace,3.0,3.0,90.0,B3,375000.0,No,No,53.3473838,-6.4584833,29.2,16.133,17.408,19.384,21.46,Ringsend,30.2,K78,0.49999999999999994,0.8660254037844387,0.10116832198743272,-0.994869323391895,0.0
Duplex,2.0,3.0,100.0,B3,500000.0,No,No,53.4434222,-6.1496542,20.483,13.786,13.944,16.242,11.71,Howth Head,11.372,K36,0.49999999999999994,0.8660254037844387,0.10116832198743272,-0.994869323391895,10.0
Apartment,2.0,2.0,75.0,B3,370000.0,No,No,53.24678369999999,-6.1443968,15.482,15.437,15.571,18.341,39.961,Killiney Beach,2.771,D18,0.49999999999999994,0.8660254037844387,0.10116832198743272,-0.994869323391895,12.162162162162163
Semi-D,4.0,3.0,142.0,Unknown,650000.0,No,No,53.2804049,-6.3232192,34.727,10.991,11.625,11.18,26.987,Ringsend,11.825,D16,0.49999999999999994,0.8660254037844387,0.10116832198743272,-0.994869323391895,9.615384615384617
Semi-D,3.0,2.0,95.0,Unknown,395000.0,No,No,53.4636447,-6.2420443,18.091,15.417,15.803,22.601,11.612,Howth Head,19.053,K67,0.49999999999999994,0.8660254037844387,0.10116832198743272,-0.994869323391895,13.924050632911392
End of Terrace,3.0,3.0,128.0,C2,825000.0,No,No,53.3807844,-6.0590742,16.024,15.115,16.324,15.694,18.9,Howth Head,8.984,D13,0.49999999999999994,0.8660254037844387,-0.10116832198743204,-0.9948693233918952,6.666666666666667
Terrace,2.0,1.0,60.0,Unknown,395000.0,No,No,53.3872796,-6.245012099999999,5.672,5.22,5.255,5.982,5.784,Clontarf Seafront,6.389,D09,0.49999999999999994,0.8660254037844387,-0.10116832198743204,-0.9948693233918952,7.59493670886076
Apartment,2.0,2.0,61.0,D1,220000.0,No,No,53.4745309,-6.2338413,21.516,15.786,16.918,21.911,10.758,Howth Head,18.414,K67,0.49999999999999994,0.8660254037844387,-0.10116832198743204,-0.9948693233918952,2.272727272727273
