Address,Type,Bed,Bath,Size,BER,Built,Sold Date,Asking Price,Sold Price
"24 Stratton Square, Adamstown Square, Adamstown, Dublin",Detached,2,3,88.0 m²,A3,—,03/03/2025,"€380,000","€390,000"
"39 Ardagh Park, Blackrock, Dublin, Dublin",Semi-D,4,1,128.0 m²,E2,—,03/03/2025,"€745,000","€765,000"
"9 Knocknashee, Goatstown, Dublin 14, Dublin 14, Dublin",Detached,4,3,237.0 m²,E1,—,03/03/2025,"€1,095,000","€1,360,000"
"14 Harlech Crescent, Roebuck Rd, Clonskeagh Dublin 14, Dublin 14, Dublin",Detached,3,2,135.0 m²,E2,—,03/03/2025,"€850,000","€900,000"
"112 Ridgewood Green, Forest Rd, Swords, Dublin",Semi-D,3,3,111.0 m²,C2,—,03/03/2025,"€450,000","€460,000"
"4 Ashley Ave, Malahide Rd, Swords, Dublin",House,3,1,—,C2,—,03/03/2025,"€350,000","€384,000"
"3 Rathmore Park, Raheny, Dublin 5, Dublin 5, Dublin",Terrace,3,1,90.0 m²,D1,—,03/03/2025,"€550,000","€585,000"
"Apt 109 Seamount Apts, Stillorgan Rd, Mount Merrion, Dublin 4, Dublin",Apartment,1,1,46.0 m²,D1,—,03/03/2025,"€375,000","€401,000"
"29 Temple Lawns, North Wood, Santry Dublin 9, Dublin 9, Dublin",Apartment,1,1,52.0 m²,C3,—,03/03/2025,"€245,000","€250,000"
"80 St Lawrence Rd, Clontarf, Dublin 3, Dublin 3, Dublin",House,5,3,238.0 m²,—,—,03/03/2025,"€1,475,000","€1,710,211"
"146 Furry Park Rd, Killester, Dublin 5, Dublin 5, Dublin",Semi-D,4,2,109.0 m²,E2,—,03/03/2025,"€720,000","€750,000"
"64 Castlegrange Green, Clondalkin, Dublin 22, Dublin 22, Dublin",Terrace,3,2,75.0 m²,—,—,03/03/2025,"€275,000","€310,000"
"47 Hollybrook Rd, Clontarf, Dublin 3, Dublin 3, Dublin",Semi-D,4,2,204.0 m²,F,—,03/03/2025,"€1,200,000","€1,325,000"
"7 Woodville Road, Drumcondra, Dublin 9, Dublin 9, Dublin",Terrace,3,2,102.0 m²,B1,—,03/03/2025,"€675,000","€832,000"
"63 Leopardstown Park, Stillorgan, Blackrock, Dublin",Semi-D,4,3,145.0 m²,—,—,03/03/2025,"€880,000","€905,000"
"9 Hunters Green, Hunters Wood, Ballycullen Rd Dublin 24, Dublin 24, Dublin",Duplex,2,2,78.0 m²,C2,—,03/03/2025,"€285,000","€361,000"
"20 Gandon House, Custom House Sq, Mayor St Lower Dublin 1, Dublin 1, Dublin",Apartment,2,2,63.0 m²,—,—,03/03/2025,"€385,000","€431,000"
"6 Willow Bank, Sandyford Rd, Dundrum Dublin 14, Dublin 16, Dublin",End of Terrace,2,1,66.2 m²,E1,—,03/03/2025,"€395,000","€405,000"
"2 Charnwood Grove, Clonsilla, Dublin 15, Dublin 15, Dublin",Semi-D,3,3,95.0 m²,C3,—,04/03/2025,"€430,000","€452,000"
"5 Oileain Na Cranoige/cranogue Isl, Balbutcher Lane, Ballymun, Dublin 11, Dublin",Terrace,3,3,107.0 m²,A2,—,04/03/2025,"€365,000","€399,000"
"22 Claremount, Carrickmines, Dublin 18, Dublin",Detached,5,5,266.0 m²,B2,—,04/03/2025,"€1,695,000","€1,695,000"
"77 Belmont Park, Raheny, Dublin 5, Dublin 5, Dublin",Terrace,3,1,83.0 m²,C1,—,04/03/2025,"€495,000","€567,000"
"13 Leopardstown Park, Blackrock, Dublin, Dublin",Semi-D,4,2,155.0 m²,D2,—,04/03/2025,"€845,000","€860,000"
"3 Monastery Crescent, Clondalkin, Dublin 22, Dublin 22, Dublin",Semi-D,3,2,100.0 m²,E2,—,04/03/2025,"€450,000","€440,000"
"403 The Garth, Belgard Heights, Dublin, Dublin 24, Dublin",Semi-D,3,1,77.0 m²,D2,—,04/03/2025,"€395,000","€438,000"
"8 Gilford Drive, Sandymount, Dublin 4, Dublin",Semi-D,3,2,125.0 m²,D2,—,04/03/2025,"€1,300,000","€1,450,000"
"16 Cardy Rock Rd, Balbriggan, Rock Rd, Dublin",Terrace,3,2,83.0 m²,B3,—,04/03/2025,"€315,000","€325,000"
"36 Penrose St, Ringsend, Dublin 4, Dublin 4, Dublin",Terrace,2,1,65.0 m²,—,—,04/03/2025,"€450,000","€495,000"
"45 Woodlawn Dr, Santry, Dublin 9, Dublin 17, Dublin",Semi-D,3,3,106.0 m²,C1,—,04/03/2025,"€470,000","€525,000"
"9 St Fintan Rd, Cabra, Dublin 7, Dublin 7, Dublin",Terrace,2,1,63.0 m²,D2,—,04/03/2025,"€375,000","€472,000"
"46 Castlelane Crescent, Adamstown Castle, Adamstown, Dublin",Apartment,3,3,110.0 m²,B2,—,04/03/2025,"€360,000","€395,000"
"Sea Glimpse, 6 Carysfort Downs, Blackrock, Dublin",Detached,5,3,194.0 m²,B2,—,04/03/2025,"€1,595,000","€1,695,000"
"15 The Terrace, Carrickmines Manor, Dublin 18, Dublin 18, Dublin",Terrace,4,3,134.0 m²,C1,—,04/03/2025,"€545,000","€555,000"
"10 Whitechurch Park, Ballyboden, Dublin 16, Dublin 16, Dublin",Bungalow,2,1,58.0 m²,D1,—,04/03/2025,"€365,000","€418,000"
"30 Green View, Seabrook Manor, Station Rd, Dublin 13, Dublin",Apartment,2,2,77.0 m²,B3,—,04/03/2025,"€395,000","€444,000"
"116 Foxrock Grove, Deansgrange, Dublin 18, Dublin 18, Dublin",Semi-D,3,3,154.0 m²,C3,—,04/03/2025,"€850,000","€915,000"
"22 Alderpark Court, Tallaght, Dublin 24, Dublin 24, Dublin",Apartment,2,1,60.0 m²,D1,—,04/03/2025,"€215,000","€245,000"
"5 St Canices Rd, Glasnevin, Dublin 11, Dublin 11, Dublin",Semi-D,4,3,151.0 m²,D2,—,04/03/2025,"€975,000","€1,120,000"
"53 St Ignatius Rd, Phibsborough, Dublin 7, Dublin 7, Dublin",End of Terrace,2,1,58.0 m²,—,—,04/03/2025,"€295,000","€342,000"
"117 Hollybank Road, Drumcondra, Dublin 9, Dublin 9, Dublin",Semi-D,3,1,129.0 m²,D2,—,04/03/2025,"€875,000","€1,000,000"
"21a Oldcourt Cottages, Oldcourt, Tallaght, Dublin 24, Dublin",Detached,6,3,194.0 m²,—,—,04/03/2025,"€595,000","€620,000"
"17 Southwood Park, Mount Merrion, Blackrock, Dublin",Semi-D,4,5,300.0 m²,B1,—,04/03/2025,"€1,650,000","€1,580,000"
"3 Lissen Manor, Seatown Rd, Swords, Dublin",Apartment,2,1,70.0 m²,—,—,04/03/2025,"€299,000","€295,000"
"40 Boyne Court, Harolds Cross, Dublin 6w, Dublin",Apartment,2,1,63.0 m²,D2,—,04/03/2025,"€360,000","€412,000"
"Apt 143 Block F, Bellevue, Islandbridge Dublin 8, Dublin 8, Dublin",Apartment,1,1,43.0 m²,C3,—,04/03/2025,"€295,000","€310,000"
"30 Shanowen Crescent, Santry, Dublin 9, Dublin 9, Dublin",Semi-D,3,2,98.0 m²,—,—,04/03/2025,"€525,000","€530,000"
"18a Lansdowne Valley, Drimnagh, Dublin 12, Dublin 12, Dublin",Apartment,2,2,74.0 m²,C1,—,04/03/2025,"€275,000","€328,000"
"7 The Brambles, Townparks, Skerries, Dublin",Semi-D,4,3,145.0 m²,C1,—,04/03/2025,"€595,000","€658,000"
"99 Maryville Rd, Raheny, Dublin 5, Dublin 5, Dublin",Terrace,3,1,95.9 m²,F,—,05/03/2025,"€490,000","€525,000"
"78 Broadmeadows, Swords, Dublin, Dublin",Semi-D,4,2,90.0 m²,C2,—,05/03/2025,"€425,000","€467,000"
"47 Drimnagh Rd, Dublin 12, Dublin, Dublin 12, Dublin",Terrace,3,2,122.0 m²,D2,—,05/03/2025,"€465,000","€481,000"
"16 St Brendans Cottage, Irishtown, Dublin 4, Dublin 4, Dublin",Bungalow,1,1,52.0 m²,G,—,05/03/2025,"€365,000","€378,000"
"19 Grange Park Grove, Raheny, Dublin 5, Dublin 5, Dublin",Semi-D,4,2,142.0 m²,B3,—,05/03/2025,"€610,000","€765,000"
"35 The Rise, Malahide, Dublin, Dublin",Semi-D,4,1,149.0 m²,—,—,05/03/2025,"€1,650,000","€1,500,000"
"45 Les Buissonnets, Blackrock, Dublin 4, Dublin",Apartment,2,1,85.0 m²,D1,—,05/03/2025,"€450,000","€455,000"
"35 Mount Pleasant Square, Ranelagh, Dublin 6, Dublin",End of Terrace,5,5,264.0 m²,—,—,05/03/2025,"€1,675,000","€1,760,000"
"38 Charlotte Quay Dock, Ringsend Rd, Dublin 4, Dublin 4, Dublin",Apartment,2,1,77.0 m²,C3,—,05/03/2025,"€570,000","€585,000"
"69 Yellow Walls Road, Malahide, Co Dublin, Dublin",Semi-D,4,3,141.0 m²,B3,—,05/03/2025,"€1,195,000","€1,195,000"
"16 Newcastle Manor Park, Newcastle, Dublin, Dublin 22, Dublin",End of Terrace,3,3,101.0 m²,—,—,05/03/2025,"€370,000","€400,000"
"10 Castlegrange Row, Hansfield Rd, Clonee Dublin 15, Dublin 15, Dublin",House,4,4,131.0 m²,B2,—,05/03/2025,"€435,000","€455,000"
"26 Cherrywood Dr, Clondalkin, Dublin 22, Dublin 22, Dublin",Semi-D,3,2,93.0 m²,—,—,05/03/2025,"€330,000","€390,000"
"48 Shanowen Ave, Santry, Dublin 9, Dublin 9, Dublin",Semi-D,3,2,100.0 m²,E2,—,05/03/2025,"€475,000","€490,000"
"17 Chelmsford Lane, Ranelagh, Dublin 6, Dublin 6, Dublin",Terrace,4,4,155.0 m²,C1,—,05/03/2025,"€895,000","€1,105,000"
"7 Bellgree Lawn, Tyrrelstown, Dublin 15, Dublin 15, Dublin",Semi-D,2,2,76.3 m²,C3,—,05/03/2025,"€295,000","€337,000"
"73 Donard Rd, Drimnagh, Dublin 12, Dublin 12, Dublin",End of Terrace,3,1,72.0 m²,C1,—,05/03/2025,"€375,000","€465,000"
"93 Glasnevin Ave, Glasnevin, Dublin 11, Dublin 11, Dublin",Semi-D,3,1,129.0 m²,D2,—,05/03/2025,"€650,000","€672,000"
"4 Barnhill Grove, Dalkey, Dublin, Dublin",Semi-D,4,1,145.0 m²,F,—,05/03/2025,"€1,000,000","€1,060,000"
"Apt 72 - Esker Manor, Lucan, Co Dublin, Dublin",Apartment,2,2,70.5 m²,C2,—,05/03/2025,"€280,000","€320,000"
"Apt 14 Sutton Castle, Shielmartin Road, Sutton, Dublin 13, Dublin",Apartment,2,2,150.0 m²,—,—,05/03/2025,"€1,395,000","€1,250,000"
"86 Clearstream Court, Mckee Ave, Finglas Dublin 11, Dublin 11, Dublin",Terrace,3,3,130.0 m²,B2,—,05/03/2025,"€395,000","€440,000"
"43 Old Kilmainham, Ladys Lane, Kilmainham Dublin 8, Dublin 8, Dublin",End of Terrace,2,1,66.0 m²,C1,—,05/03/2025,"€495,000","€505,000"
"63 Ravenswood Crescent, Castaheany, Dublin, Dublin 15, Dublin",Semi-D,3,3,100.0 m²,C3,—,05/03/2025,"€425,000","€440,000"
"10 The Waxwork Building, The Village Centre, Ashtown Rd Dublin 15, Dublin 15, Dublin",Apartment,2,2,76.0 m²,B3,—,05/03/2025,"€365,000","€416,000"
"129 Glenageary Ave, Glenageary, Dublin, Dublin",Semi-D,5,2,159.0 m²,C3,—,05/03/2025,"€800,000","€820,000"
"Ballykea, Loughshinny, Skerries, Dublin",Detached,4,4,227.0 m²,B3,—,05/03/2025,"€775,000","€814,000"
"49 Seven Oaks, Drumcondra, Dublin 9, Dublin 9, Dublin",Terrace,3,2,92.0 m²,C2,—,05/03/2025,"€525,000","€612,000"
"84 Grange Park View, Raheny, Dublin 5, Dublin 5, Dublin",Semi-D,3,1,106.0 m²,E1,—,06/03/2025,"€400,000","€380,000*"
"3 Riverwood Glebe, Riverwood, Dublin 15, Dublin 15, Dublin",Semi-D,4,3,125.6 m²,C2,—,06/03/2025,"€625,000","€625,000"
"86 Ventry Park, Cabra, Dublin 7, Dublin 7, Dublin",End of Terrace,2,1,62.0 m²,C3,—,06/03/2025,"€375,000","€422,500"
"20 Ashford, Griffith Avenue, Dublin 11, Dublin 11, Dublin",Apartment,2,2,68.0 m²,C1,—,06/03/2025,"€350,000","€350,000"
"5 Hainault Dr, Foxrock, Dublin 18, Dublin 18, Dublin",Detached,4,3,173.0 m²,D1,—,06/03/2025,"€995,000","€1,076,525"
"47 Rosedale, Tyrconnell St, Inchicore Dublin 8, Dublin 8, Dublin",Apartment,2,1,61.0 m²,C3,—,06/03/2025,"€335,000","€348,000"
"82 Cherrywood Park, Clondalkin, Dublin 22, Dublin",Bungalow,2,1,55.0 m²,F,—,06/03/2025,"€230,000","€290,000"
"3 Carrigmore Glen, City West, Saggart, Dublin 24, Dublin",Detached,5,4,212.0 m²,—,—,06/03/2025,"€710,000","€780,000"
"8 The Priory, Grange Rd, Rathfarnham Dublin 16, Dublin 16, Dublin",Detached,4,3,165.0 m²,C2,—,06/03/2025,"€985,000","€1,110,000"
"167 Aras Na Cluaine, Clondalkin, Dublin 22, Dublin",Apartment,2,2,67.0 m²,C3,—,06/03/2025,"€225,000","€250,000"
"36 Camberley Oaks, Churchtown, Dublin 6, Dublin 14, Dublin",Semi-D,3,1,90.0 m²,C2,—,06/03/2025,"€650,000","€630,000"
"13 Greenogue Drive, Rathcoole, Dublin, Dublin 24, Dublin",Semi-D,3,1,100.0 m²,—,—,06/03/2025,"€445,000","€480,000"
"16 Fairview Terrace, Fairview, Dublin 3, Dublin 3, Dublin",End of Terrace,5,4,201.0 m²,A2,—,06/03/2025,"€895,000","€995,000"
"12 Mount Eagle Dr, Leopardstown Heights, Sandyford Dublin 18, Dublin 18, Dublin",Semi-D,3,1,81.0 m²,B3,—,06/03/2025,"€595,000","€650,000"
"17 Parklands Green, Parklands, Dublin 24, Dublin 24, Dublin",House,3,4,139.0 m²,A3,—,06/03/2025,"€470,000","€507,000"
"70 Donnybrook Manor, Donnybrook, Dublin 4, Dublin 4, Dublin",End of Terrace,3,3,78.0 m²,C3,—,06/03/2025,"€750,000","€800,000"
"Apt 27 Ridgeford, Sandyford Rd, Dundrum Dublin 18, Dublin 16, Dublin",Apartment,2,2,77.0 m²,C1,—,06/03/2025,"€460,000","€390,000"
"38 Old Bawn Way, Tallaght, Dublin 24, Dublin 24, Dublin",Semi-D,3,2,106.0 m²,C1,—,06/03/2025,"€486,000","€520,000"
"105 Block A2, Knockmaree Apts, Chapelizod, Dublin 20, Dublin",Apartment,2,2,82.0 m²,B1,—,06/03/2025,"€335,000","€415,000"
"58 Woodview Heights, Lucan, Dublin, Dublin",Semi-D,3,1,101.0 m²,D1,—,06/03/2025,"€375,000","€415,000"
"11 Millcourt Ave, Clondalkin, Dublin 22, Dublin 22, Dublin",Terrace,3,1,97.0 m²,—,—,06/03/2025,"€315,000","€335,000"
"56 Adelaide Square, Whitefriar Street, Dublin 8, Dublin 8, Dublin",Apartment,2,2,83.0 m²,C1,—,06/03/2025,"€475,000","€475,000"
"22 Upper Mountpleasant Ave, Ranelagh, Dublin 6, Dublin 6, Dublin",Terrace,4,3,186.0 m²,C3,—,06/03/2025,"€1,475,000","€1,685,000"
"43 St Donaghs Rd, Donaghmede, Dublin 13, Dublin 13, Dublin",Terrace,3,2,96.0 m²,E2,—,06/03/2025,"€385,000","€450,000"
"54 The Green, Woodbrook Glen, Bray, Dublin",Terrace,3,1,84.0 m²,B3,—,06/03/2025,"€450,000","€477,000"
"137 Tritonville Rd, Sandymount, Dublin 4, Dublin 4, Dublin",Terrace,4,4,210.0 m²,C1,—,06/03/2025,"€1,600,000","€1,700,000"
"21 Boroimhe Elms, Boroimhe, Swords, Dublin",Apartment,2,2,65.0 m²,E2,—,06/03/2025,"€275,000","€285,000"
"59 Wilkins Court, Limekiln Lane, Dublin 22, Dublin 22, Dublin",End of Terrace,3,3,120.0 m²,A3,—,06/03/2025,"€650,000","€705,000"
"61 Claremont Court, Glasnevin, Dublin 11, Dublin 11, Dublin",Semi-D,4,2,136.0 m²,D2,—,06/03/2025,"€575,000","€625,000"
"55 Marlborough Mews, North Circular Rd, Dublin 7, Dublin 7, Dublin",Terrace,3,2,109.0 m²,C3,—,06/03/2025,"€475,000","€500,000"
"18 Comyn Manor, Seatown Road, Swords, Dublin",Semi-D,3,3,122.0 m²,A2,—,06/03/2025,"€535,000","€550,000"
"5 St. Pancras House, Mount Tallant Avenue, Terenure, Dublin",Apartment,2,2,82.0 m²,—,—,06/03/2025,"€520,000","€612,000"
"10 Holywell Rise, Feltrim Rd, Swords, Dublin",Apartment,1,1,44.0 m²,C1,—,06/03/2025,"€225,000","€232,000"
"58 Ravensdale Rd, East Wall, Dublin 3, Dublin 3, Dublin",End of Terrace,3,2,83.0 m²,—,—,06/03/2025,"€395,000","€450,000"
"Apt 17 - Bracken Hill, Blackglen Road, Sandyford, Dublin",Apartment,1,1,45.0 m²,C1,—,06/03/2025,"€275,000","€298,000"
"20 Glenomena Park, Donnybrook, Dublin 4, Dublin 4, Dublin",Semi-D,4,1,101.4 m²,D1,—,06/03/2025,"€895,000","€943,200"
"145 Lower Drumcondra Road, Drumcondra, Dublin 9, Dublin 15, Dublin",Terrace,3,1,181.0 m²,—,—,06/03/2025,"€500,000","€510,000"
"1 Allendale Green, Phibblestown, Clonsilla Dublin 15, Dublin 15, Dublin",House,4,3,140.0 m²,B3,—,06/03/2025,"€545,000","€598,000"
"12 Millmount Grove, Windy Arbour, Dublin 14, Dublin 14, Dublin",Terrace,2,1,50.7 m²,G,—,06/03/2025,"€325,000","€415,000"
"5 Newcourt Mews, Swords, Dublin, Dublin",Terrace,3,2,92.0 m²,—,—,06/03/2025,"€335,000","€355,000"
"25 Phibblestown House, Phibblestown Ave, Clonsilla Dublin 15, Dublin 15, Dublin",Apartment,2,2,73.0 m²,—,—,06/03/2025,"€320,000","€320,000"
"115 Berryfield Rd, Finglas South, Dublin 11, Dublin 11, Dublin",Terrace,3,1,76.6 m²,—,—,06/03/2025,"€250,000","€280,000"
"139 Mill Park, Old Nangor Rd, Clondalkin Dublin 22, Dublin 22, Dublin",End of Terrace,3,3,108.0 m²,—,—,06/03/2025,"€355,000","€425,000"
"31 Verschoyle Rise, Saggart Abbey, Saggart, Dublin 24, Dublin",Semi-D,3,3,135.1 m²,C2,—,06/03/2025,"€425,000","€450,000"
"20 Hampton Crescent, St Helens Wood Booterstown, Blackrock, Dublin",End of Terrace,3,2,86.0 m²,D1,—,06/03/2025,"€795,000","€757,500"
"29 Blackhall Green, Blackhall Place, Dublin 7, Dublin 7, Dublin",Apartment,3,2,90.0 m²,C2,—,06/03/2025,"€420,000","€415,000"
"201 Beechwood Court, Stillorgan Rd, Stillorgan, Dublin",Apartment,2,2,77.0 m²,B3,—,06/03/2025,"€460,000","€517,000"
"2 Summerfield Close, Blanchardstown, Dublin 15, Dublin 15, Dublin",Detached,4,3,118.0 m²,D1,—,06/03/2025,"€595,000","€627,000"
"20 Grangebrook Ave, Rathfarnham, Dublin 16, Dublin 16, Dublin",Semi-D,3,2,92.0 m²,B3,—,06/03/2025,"€595,000","€620,000"
"192a Broadmeadows, Swords, Dublin, Dublin",Detached,3,1,89.5 m²,D1,—,07/03/2025,"€425,000","€405,000"
"18 The Green, Cypress Downs, Templeogue Dublin 6w, Dublin",Detached,5,2,194.0 m²,C1,—,07/03/2025,"€900,000","€950,000"
"39 Greenwood Dr, Ayrfield, Dublin 13, Dublin 13, Dublin",Semi-D,3,2,97.0 m²,C3,—,07/03/2025,"€435,000","€445,000"
"3 Richmond Hall, Mount St Annes, Milltown Dublin 6, Dublin 6, Dublin",Apartment,3,2,112.0 m²,B3,—,07/03/2025,"€795,000","€840,000"
"26 Cremorne, Firhouse Rd, Templeogue Dublin 16, Dublin 16, Dublin",Detached,4,3,149.9 m²,D2,—,07/03/2025,"€735,000","€770,000"
"21 Nottingham St, Dublin 3, Dublin, Dublin 3, Dublin",End of Terrace,5,4,210.0 m²,B3,—,07/03/2025,"€625,000","€800,000"
"38 Eaglewood, Rochestown Ave, Dun Laoghaire, Dublin",Apartment,2,2,72.0 m²,D1,—,07/03/2025,"€425,000","€442,000"
"7 Hansted Way, Finnstown, Lucan, Dublin",Duplex,3,2,100.0 m²,—,—,07/03/2025,"€325,000","€409,000"
"44 St Johns Ave, Clondalkin, Dublin 22, Dublin 22, Dublin",Semi-D,4,2,151.0 m²,—,—,07/03/2025,"€475,000","€550,000"
"83 Thomond Rd, Ballyfermot, Dublin 10, Dublin 10, Dublin",Terrace,2,1,63.0 m²,—,—,07/03/2025,"€270,000","€284,400"
"Apt 12, 1 Beau Park Ave, Clongriffin Dublin 13, Dublin 13, Dublin",Apartment,2,2,73.0 m²,D2,—,07/03/2025,"€300,000","€335,000"
"76 Fishermans Wharf, Ringsend, Dublin 4, Dublin",Apartment,2,1,65.0 m²,D1,—,07/03/2025,"€375,000","€380,000"
"105 Longboat Quay South, Grand Canal Dock, Dublin, Dublin",Townhouse,3,3,123.0 m²,C1,—,07/03/2025,"€665,000","€695,000"
"11 Belfry Dale, Citywest Dublin 24, Dublin, Dublin 24, Dublin",End of Terrace,3,3,96.0 m²,—,—,07/03/2025,"€375,000","€400,000"
"61 Cherry Ave, Rivervalley, Swords, Dublin",Terrace,3,1,70.0 m²,C3,—,07/03/2025,"€315,000","€324,500"
"15 Dun Emer Dr, Dundrum, Dublin 16, Dublin 16, Dublin",Semi-D,4,2,140.0 m²,E2,—,07/03/2025,"€645,000","€726,650"
"52 Orpen Green, Blackrook, Dublin, Dublin",Semi-D,4,3,174.0 m²,C1,—,07/03/2025,"€895,000","€1,104,000"
"10 Woodleigh Ash, Highfield Rd, Rathmines Dublin 6, Dublin 6, Dublin",Apartment,1,1,45.6 m²,E1,—,07/03/2025,"€325,000","€340,000"
"7 Verville Court, Vernon Ave, Clontarf Dublin 3, Dublin 3, Dublin",Apartment,1,1,44.0 m²,C3,—,07/03/2025,"€360,000","€387,500"
"5 Delhurst Lane, Ongar, Dublin 15, Dublin 15, Dublin",Duplex,2,1,78.0 m²,—,—,07/03/2025,"€275,000","€285,000"
"19 Clifton Park, Shanganagh, Shankill, Dublin 18, Dublin",Semi-D,3,1,95.3 m²,D1,—,07/03/2025,"€445,000","€487,000"
"11 Ballyowen Sq, Ballyowen Lane, Lucan, Dublin",Terrace,3,3,92.0 m²,C2,—,07/03/2025,"€375,000","€381,000"
"16 Ashton Court, Swords, County Dublin, Dublin",End of Terrace,3,4,116.0 m²,B3,—,07/03/2025,"€445,000","€475,000"
"28 Stradbrook Park, Blackrock, Dublin, Dublin",Bungalow,2,1,74.0 m²,G,—,07/03/2025,"€495,000","€657,000"
"16 Le Hunt House, Brennanstown, Cabinteely Dublin 18, Dublin 18, Dublin",Apartment,2,2,76.9 m²,C1,—,07/03/2025,"€420,000","€462,000"
"47 Linnetfields Walk, Clonee, Dublin 15, Dublin 15, Dublin",House,3,—,—,B3,—,07/03/2025,"€425,000","€435,000"
"6 Willow Park, Druid Valley, Cabinteely Dublin 18, Dublin 18, Dublin",Terrace,3,3,95.4 m²,B3,—,07/03/2025,"€585,000","€585,000"
"109 Kings Court, Parnell St, Dublin 1, Dublin 1, Dublin",Apartment,2,1,45.0 m²,—,—,07/03/2025,"€287,000","€311,000"
"19 Village Weir, Lower Main St, Lucan, Dublin",Apartment,2,1,56.0 m²,C2,—,07/03/2025,"€298,000","€310,000"
"Unit 1, 11 Richmond Rd, Dublin 9, Dublin 3, Dublin",Terrace,4,2,103.0 m²,E2,—,07/03/2025,"€495,000","€495,000"
"22 Iveagh Gardens, Crumlin, Dublin 12, Dublin 12, Dublin",End of Terrace,3,2,110.6 m²,E2,—,07/03/2025,"€525,000","€611,000"
"140 Dargan Buildings, Dublin 2, Dublin 2, Dublin",Apartment,1,1,54.0 m²,C1,—,07/03/2025,"€320,000","€320,000"
"6 Clifflands Court, Rush, Dublin, Dublin",Detached,4,3,186.3 m²,C1,—,07/03/2025,"€649,000","€670,000"
"117 The Rise, Mount Merrion, Dublin, Dublin",Semi-D,3,3,206.0 m²,—,—,07/03/2025,"€1,495,000","€1,701,001"
"75 Melvin Rd, Terenure, Dublin 6, Dublin",End of Terrace,2,1,61.0 m²,—,—,07/03/2025,"€475,000","€481,000"
"12 Liffey Downs, Liffey Valley Park, Lucan, Dublin",Terrace,3,2,92.0 m²,—,—,07/03/2025,"€375,000","€400,000"
"Apt 21, Gandon Hall, Gardiner St, Dublin 1, Dublin",Apartment,1,1,36.0 m²,—,—,07/03/2025,"€250,000","€220,000"
"19 The Green, Skerries Rock, Skerries, Dublin",Semi-D,4,3,142.2 m²,C1,—,07/03/2025,"€640,000","€670,000"
"158 Downpatrick Rd, Crumlin, Dublin 12, Dublin 12, Dublin",Terrace,2,1,55.0 m²,—,—,07/03/2025,"€315,000","€318,000"
"19 Sheas Court, Manor St, Dublin 7, Dublin 7, Dublin",Bungalow,2,1,80.0 m²,C3,—,07/03/2025,"€530,000","€582,000"
"7 Slade Castle Wood, Saggart, Dublin, Dublin 24, Dublin",Apartment,2,2,81.0 m²,C3,—,07/03/2025,"€270,000","€291,000"
"100 - The Westmoreland Block, Charlotte Quay Dock, Ringsend Road, Dublin 4, Dublin",Apartment,1,1,39.0 m²,E1,—,07/03/2025,"€335,000","€345,000"
"10 Mountshannon Rd, Dublin 8, Dublin, Dublin 8, Dublin",Semi-D,3,2,177.0 m²,C2,—,07/03/2025,"€1,020,000","€1,020,000"
"32 Ellensborough Copse, Kiltipper Rd, Tallaght Dublin 24, Dublin 24, Dublin",Semi-D,4,3,116.5 m²,C1,—,07/03/2025,"€450,000","€520,000"
"38 Ennafort Rd, Raheny, Dublin 5, Dublin 5, Dublin",Semi-D,3,2,116.0 m²,F,—,07/03/2025,"€625,000","€660,000"
"19 The Oval, Tullyvale, Cabinteely Dublin 18, Dublin 18, Dublin",Apartment,2,1,59.3 m²,D1,—,07/03/2025,"€295,000","€330,000"
"Apt 39 Wicklow Court, 38 40 South Great Georges St, Dublin 2, Dublin 2, Dublin",Apartment,1,1,32.0 m²,D1,—,07/03/2025,"€295,000","€295,000"
