Address_x,Eircode,nearest_coast_name,coast_distance_km,coast_duration_min,coast_distance_m,coast_duration_s,Type,Bed,Bath,Size,BER,Built,Sold Date,Asking Price,Sold Price,Short Address,Date of Sale (dd/mm/yyyy),Address_y,County,Price (ï¿½),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"49 Abbeyfield, Killester, Dublin 5, Dublin 5, Dublin",D05R8N4,Clontarf Seafront,3.362,7.633333333333334,3362,458,Bungalow,2,1,90.0 m²,C2,—,23/05/2025,"€695,000","€710,000","49 ABBEYFIELD, KILLESTER, DUBLIN 5",23/05/2025,"49 ABBEYFIELD, KILLESTER, DUBLIN 5",Dublin,"ï¿½710,000.00",No,No,Second-Hand Dwelling house /Apartment,
"16 The Landsdowne, Pembroke Sq, Ballsbridge Dublin 4, Dublin 4, Dublin",D04NV99,Ringsend,1.122,3.9,1122,234,Apartment,2,2,56.0 m²,—,—,23/05/2025,"€420,000","€495,000","16 THE LANDSDOWNE, PEMBROKE SQ, BALLSBRIDGE DUBLIN 4",23/05/2025,"16 THE LANDSDOWNE, PEMBROKE SQ, BALLSBRIDGE DUBLIN 4",Dublin,"ï¿½495,000.00",No,No,Second-Hand Dwelling house /Apartment,
"15 Northumberland Ave, Dun Laoghaire, Dublin, Dublin",A96EH42,Dún Laoghaire,0.918,4.433333333333334,918,266,Terrace,6,7,186.0 m²,—,—,23/05/2025,"€1,500,000","€1,250,000","15 NORTHUMBERLAND AVE, DUN LAOGHAIRE, DUBLIN",23/05/2025,"15 NORTHUMBERLAND AVE, DUN LAOGHAIRE, DUBLIN",Dublin,"ï¿½1,250,000.00",No,No,Second-Hand Dwelling house /Apartment,
"Apt 25, Norseman Court, Manor St Dublin 7, Dublin 7, Dublin",D07F208,Ringsend,6.001,21.666666666666668,6001,1300,Apartment,1,1,47.0 m²,C2,—,23/05/2025,"€325,000","€329,000","APT 25, NORSEMAN COURT, MANOR ST DUBLIN 7",23/05/2025,"APT 25, NORSEMAN COURT, MANOR ST DUBLIN 7",Dublin,"ï¿½329,000.00",No,No,Second-Hand Dwelling house /Apartment,
"70 Clonliffe Ave, Dublin 3, Dublin, Dublin 3, Dublin",D03XW44,Ringsend,3.528,12.45,3528,747,House,2,1,58.0 m²,E1,—,23/05/2025,"€295,000","€373,000","70 CLONLIFFE AVE, DUBLIN 3, DUBLIN",23/05/2025,"70 CLONLIFFE AVE, DUBLIN 3, DUBLIN",Dublin,"ï¿½373,000.00",No,No,Second-Hand Dwelling house /Apartment,
"Apt 50 The Hibernian, Barrow St, Dublin 4, Dublin 4, Dublin",D04CY56,Ringsend,1.049,3.5,1049,210,Apartment,1,1,54.0 m²,C1,—,23/05/2025,"€375,000","€443,000","APT 50 THE HIBERNIAN, BARROW ST, DUBLIN 4",23/05/2025,"APT 50 THE HIBERNIAN, BARROW ST, DUBLIN 4",Dublin,"ï¿½443,000.00",No,No,Second-Hand Dwelling house /Apartment,
"41 Rossberry Ave, Lucan, Dublin, Dublin",K78KP82,Blackrock,29.671,36.766666666666666,29671,2206,Semi-D,3,3,110.0 m²,—,—,23/05/2025,"€399,950","€477,000","41 ROSSBERRY AVE, LUCAN, DUBLIN",23/05/2025,"41 ROSSBERRY AVE, LUCAN, DUBLIN",Dublin,"ï¿½477,000.00",No,No,Second-Hand Dwelling house /Apartment,
"5 Boroimhe Ash, Swords, Dublin, Dublin",K67P088,Ringsend,16.116,21.5,16116,1290,Terrace,2,2,100.0 m²,C2,—,23/05/2025,"€400,000","€420,000","5 BOROIMHE ASH, SWORDS, DUBLIN",23/05/2025,"5 BOROIMHE ASH, SWORDS, DUBLIN",Dublin,"ï¿½420,000.00",No,No,Second-Hand Dwelling house /Apartment,
"29 Holly Park Ave, Blackrock, Dublin, Dublin",A94DH24,Blackrock,2.911,8.65,2911,519,Detached,5,3,188.0 m²,D2,—,23/05/2025,"€1,025,000","€1,010,000","29 HOLLY PARK AVE, BLACKROCK, DUBLIN",23/05/2025,"29 HOLLY PARK AVE, BLACKROCK, DUBLIN",Dublin,"ï¿½1,010,000.00",No,No,Second-Hand Dwelling house /Apartment,
"36 Hillcrest Grove, Lucan, Dublin, Dublin",K78H2W7,Ringsend,29.237,28.7,29237,1722,Detached,4,3,168.0 m²,—,—,23/05/2025,"€450,000","€530,000","36 HILLCREST GROVE, LUCAN, DUBLIN",23/05/2025,"36 HILLCREST GROVE, LUCAN, DUBLIN",Dublin,"ï¿½530,000.00",No,No,Second-Hand Dwelling house /Apartment,
"12a Grange Rd Hole In The Wall, Raheny Dublin 13, Dublin, Dublin 13, Dublin",D13H2Y2,Bull Island,7.322,14.366666666666667,7322,862,Detached,10,4,305.0 m²,D2,—,23/05/2025,"€815,000","€800,000","12A GRANGE RD HOLE IN THE WALL, RAHENY DUBLIN 13, DUBLIN",23/05/2025,"12A GRANGE RD HOLE IN THE WALL, RAHENY DUBLIN 13, DUBLIN",Dublin,"ï¿½800,000.00",No,No,Second-Hand Dwelling house /Apartment,
"6 Riverstown House, Spencer Dock, Dublin 1, Dublin",D01AP03,Ringsend,3.649,9.833333333333334,3649,590,Apartment,2,2,72.0 m²,C1,—,23/05/2025,"€420,000","€418,200","6 RIVERSTOWN HOUSE, SPENCER DOCK, DUBLIN 1",23/05/2025,"6 RIVERSTOWN HOUSE, SPENCER DOCK, DUBLIN 1",Dublin,"ï¿½418,200.00",No,No,Second-Hand Dwelling house /Apartment,
"Apt 2 Aston Buildings, Aston Quay, Dublin 2, Dublin",D02XD76,Ringsend,5.249,20.783333333333335,5249,1247,Apartment,1,1,71.0 m²,C3,—,23/05/2025,"€380,000","€390,000","APT 2 ASTON BUILDINGS, ASTON QUAY, DUBLIN 2",23/05/2025,"APT 2 ASTON BUILDINGS, ASTON QUAY, DUBLIN 2",Dublin,"ï¿½390,000.00",No,No,Second-Hand Dwelling house /Apartment,
"27 Manor Court, St Mochtas Rd, Clonsilla Dublin 15, Dublin 15, Dublin",D15R291,Ringsend,25.759,29.216666666666665,25759,1753,Apartment,2,1,73.0 m²,—,—,23/05/2025,"€260,000","€325,000","27 MANOR COURT, ST MOCHTAS RD, CLONSILLA DUBLIN 15",23/05/2025,"27 MANOR COURT, ST MOCHTAS RD, CLONSILLA DUBLIN 15",Dublin,"ï¿½325,000.00",No,No,Second-Hand Dwelling house /Apartment,
"3 Coolgreena Close, Beaumont, Dublin 9, Dublin 9, Dublin",D09E720,Clontarf Seafront,5.478,13.966666666666667,5478,838,Semi-D,3,1,97.0 m²,E1,—,23/05/2025,"€475,000","€578,000","3 COOLGREENA CLOSE, BEAUMONT, DUBLIN 9",23/05/2025,"3 COOLGREENA CLOSE, BEAUMONT, DUBLIN 9",Dublin,"ï¿½578,000.00",No,No,Second-Hand Dwelling house /Apartment,
"83 Mackintosh Park, Pottery Rd, Dun Laoire, Dublin",A96A2R1,Monkstown,3.256,8.166666666666666,3256,490,House,3,1,78.0 m²,F,—,23/05/2025,"€450,000","€472,000","83 MACKINTOSH PARK, POTTERY RD, DUN LAOIRE",23/05/2025,"83 MACKINTOSH PARK, POTTERY RD, DUN LAOIRE",Dublin,"ï¿½472,000.00",No,No,Second-Hand Dwelling house /Apartment,
"31 Castleway Chancery Lane, Dublin 8, Dublin, Dublin 8, Dublin",D08TD90,Ringsend,4.181,15.8,4181,948,Apartment,2,2,68.0 m²,C1,—,23/05/2025,"€475,000","€565,000","31 CASTLEWAY CHANCERY LANE, DUBLIN 8, DUBLIN",23/05/2025,"31 CASTLEWAY CHANCERY LANE, DUBLIN 8, DUBLIN",Dublin,"ï¿½565,000.00",No,No,Second-Hand Dwelling house /Apartment,
"175 Littlepace Woods, Clonee, Dublin 15, Dublin 15, Dublin",D15X2K5,Ringsend,26.655,27.233333333333334,26655,1634,Semi-D,4,2,133.0 m²,C2,—,23/05/2025,"€495,000","€601,000","175 LITTLEPACE WOODS, CLONEE, DUBLIN 15",23/05/2025,"175 LITTLEPACE WOODS, CLONEE, DUBLIN 15",Dublin,"ï¿½601,000.00",No,No,Second-Hand Dwelling house /Apartment,
"46 Connawood Drive, Bray, Co Wicklow, Dublin",A98AY62,Killiney Beach,5.996,12.483333333333333,5996,749,Semi-D,3,3,105.0 m²,C1,—,23/05/2025,"€520,000","€545,000","46 CONNAWOOD DRIVE, BRAY, CO WICKLOW",23/05/2025,"46 CONNAWOOD DRIVE, BRAY, CO WICKLOW",Dublin,"ï¿½545,000.00",No,No,Second-Hand Dwelling house /Apartment,
"44 Broadford Dr, Elm Park, Ballinteer Dublin 16, Dublin 16, Dublin",D16YY79,Blackrock,8.603,21.466666666666665,8603,1288,Semi-D,3,2,116.0 m²,C3,—,23/05/2025,"€575,000","€670,000","44 BROADFORD DR, ELM PARK, BALLINTEER DUBLIN 16",23/05/2025,"44 BROADFORD DR, ELM PARK, BALLINTEER DUBLIN 16",Dublin,"ï¿½670,000.00",No,No,Second-Hand Dwelling house /Apartment,
"3 Cherryfield Avenue Lower, Sandford Road, Dublin 6, Dublin 6, Dublin",D06C603,Ringsend,3.66,12.316666666666666,3660,739,Terrace,3,2,98.0 m²,C3,—,23/05/2025,"€975,000","€1,085,000","3 CHERRYFIELD AVENUE LOWER, SANDFORD ROAD, DUBLIN 6",23/05/2025,"3 CHERRYFIELD AVENUE LOWER, SANDFORD ROAD, DUBLIN 6",Dublin,"ï¿½1,085,000.00",No,No,Second-Hand Dwelling house /Apartment,
"16 Bawnville Ave, Tallaght, Dublin 24, Dublin 24, Dublin",D24WK7E,Ringsend,12.28,31.366666666666667,12280,1882,End of Terrace,3,2,100.0 m²,C1,—,23/05/2025,"€390,000","€530,000","16 BAWNVILLE AVE, TALLAGHT, DUBLIN 24",23/05/2025,"16 BAWNVILLE AVE, TALLAGHT, DUBLIN 24",Dublin,"ï¿½530,000.00",No,No,Second-Hand Dwelling house /Apartment,
"25 Beaumont Dr, Churchtown, Dublin 14, Dublin 14, Dublin",D14EH66,Sandymount Strand,7.002,18.416666666666668,7002,1105,Terrace,3,1,90.0 m²,D1,—,23/05/2025,"€595,000","€640,000","25 BEAUMONT DR, CHURCHTOWN, DUBLIN 14",23/05/2025,"25 BEAUMONT DR, CHURCHTOWN, DUBLIN 14",Dublin,"ï¿½640,000.00",No,No,Second-Hand Dwelling house /Apartment,
"4d Blackberry Lane, Rathmines, Dublin 6, Dublin 6, Dublin",D06NY83,Ringsend,3.829,14.233333333333333,3829,854,Townhouse,2,1,62.0 m²,—,—,23/05/2025,"€495,000","€555,000","4D BLACKBERRY LANE, RATHMINES, DUBLIN 6",23/05/2025,"4D BLACKBERRY LANE, RATHMINES, DUBLIN 6",Dublin,"ï¿½555,000.00",No,No,Second-Hand Dwelling house /Apartment,
"15 Cuill Duin Lawn, Cuill Duin, Saggart, Dublin 24, Dublin",D24AY1X,Blackrock,26.714,31.516666666666666,26714,1891,Townhouse,4,3,142.0 m²,—,—,23/05/2025,"€500,000","€525,000","15 CUILL DUIN LAWN, CUILL DUIN, SAGGART",23/05/2025,"15 CUILL DUIN LAWN, CUILL DUIN, SAGGART",Dublin,"ï¿½525,000.00",No,No,Second-Hand Dwelling house /Apartment,
"52 Ennel Park, Coolock, Dublin 5, Dublin 5, Dublin",D05V2N6,Clontarf Seafront,3.84,10.016666666666667,3840,601,End of Terrace,2,2,73.0 m²,—,—,23/05/2025,"€315,000","€400,000","52 ENNEL PARK, COOLOCK, DUBLIN 5",23/05/2025,"52 ENNEL PARK, COOLOCK, DUBLIN 5",Dublin,"ï¿½400,000.00",No,No,Second-Hand Dwelling house /Apartment,
"99 Castlegate Way, Adamstown, Lucan, Dublin",K78Y368,Ringsend,30.59,32.25,30590,1935,Apartment,1,1,52.0 m²,C1,—,23/05/2025,"€230,000","€270,000","99 CASTLEGATE WAY, ADAMSTOWN, LUCAN",23/05/2025,"99 CASTLEGATE WAY, ADAMSTOWN, LUCAN",Dublin,"ï¿½270,000.00",No,No,Second-Hand Dwelling house /Apartment,
"9 Cardy Rock Rd, Balbriggan, Dublin, Dublin",K32D424,Ringsend,35.547,32.6,35547,1956,Terrace,3,2,85.9 m²,—,—,23/05/2025,"€270,000","€305,000*","9 CARDY ROCK RD, BALBRIGGAN, DUBLIN",23/05/2025,"9 CARDY ROCK RD, BALBRIGGAN, DUBLIN",Dublin,"ï¿½305,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
"13 Hamlet Ave, Balbriggan, Dublin, Dublin",K32KD35,Ringsend,34.632,30.083333333333332,34632,1805,Terrace,3,2,110.0 m²,C1,—,25/05/2025,"€275,000","€315,000","13 HAMLET AVE, BALBRIGGAN, DUBLIN",25/05/2025,"13 HAMLET AVE, BALBRIGGAN, DUBLIN",Dublin,"ï¿½315,000.00",No,No,Second-Hand Dwelling house /Apartment,
"382 Carnlough Road, Cabra, Dublin 7, Dublin 7, Dublin",D07X5X7,Ringsend,7.132,23.716666666666665,7132,1423,End of Terrace,3,2,71.0 m²,E2,—,26/05/2025,"€375,000","€390,000","382 CARNLOUGH ROAD, CABRA, DUBLIN 7",26/05/2025,"382 CARNLOUGH ROAD, CABRA, DUBLIN 7",Dublin,"ï¿½390,000.00",No,No,Second-Hand Dwelling house /Apartment,
"53 Trimleston Gardens, Booterstown, Dublin, Dublin",A94Y793,Blackrock,2.499,6.8,2499,408,Terrace,3,2,125.0 m²,B2,—,26/05/2025,"€895,000","€1,160,000","53 TRIMLESTON GARDENS, BOOTERSTOWN, DUBLIN",26/05/2025,"53 TRIMLESTON GARDENS, BOOTERSTOWN, DUBLIN",Dublin,"ï¿½1,160,000.00",No,No,Second-Hand Dwelling house /Apartment,
"38 Findlater Street, Glasthule, Co Dublin, Dublin",A96YR71,Dún Laoghaire,1.7,6.55,1700,393,Bungalow,2,1,41.0 m²,D2,—,26/05/2025,"€445,000","€465,000","38 FINDLATER STREET, GLASTHULE, CO DUBLIN",26/05/2025,"38 FINDLATER STREET, GLASTHULE, CO DUBLIN",Dublin,"ï¿½465,000.00",No,No,Second-Hand Dwelling house /Apartment,
"58a Dodsborough Cottages, Shackleton Way, Lucan, Dublin",K78R1X8,Ringsend,30.561,32.18333333333333,30561,1931,Detached,4,4,143.0 m²,—,—,26/05/2025,"€535,000","€630,000","58A DODSBOROUGH COTTAGES, SHACKLETON WAY, LUCAN",26/05/2025,"58A DODSBOROUGH COTTAGES, SHACKLETON WAY, LUCAN",Dublin,"ï¿½630,000.00",No,No,Second-Hand Dwelling house /Apartment,
"11b Thornfield, Donnybrook, Dublin 4, Dublin 4, Dublin",D04DY70,Sandymount Strand,3.455,9.116666666666667,3455,547,Apartment,2,2,96.0 m²,C1,—,26/05/2025,"€695,000","€760,000","11B THORNFIELD, DONNYBROOK, DUBLIN 4",26/05/2025,"11B THORNFIELD, DONNYBROOK, DUBLIN 4",Dublin,"ï¿½760,000.00",No,No,Second-Hand Dwelling house /Apartment,
"34 Temple View Park, Clarehall, Dublin, Dublin 13, Dublin",D13A9P8,Clontarf Seafront,7.169,17.5,7169,1050,Semi-D,3,2,123.0 m²,D1,—,26/05/2025,"€475,000","€485,000","34 TEMPLE VIEW PARK, CLAREHALL, DUBLIN",26/05/2025,"34 TEMPLE VIEW PARK, CLAREHALL, DUBLIN",Dublin,"ï¿½485,000.00",No,No,Second-Hand Dwelling house /Apartment,
"19 Rosemount Rd, North Circular Rd, Dublin 7, Dublin 7, Dublin",D07A789,Ringsend,5.16,19.683333333333334,5160,1181,House,3,—,106.0 m²,D1,—,26/05/2025,"€750,000","€700,000","19 ROSEMOUNT RD, NORTH CIRCULAR RD, DUBLIN 7",26/05/2025,"19 ROSEMOUNT RD, NORTH CIRCULAR RD, DUBLIN 7",Dublin,"ï¿½700,000.00",No,No,Second-Hand Dwelling house /Apartment,
"2 Holywell Grove, Feltrim Hall, Kinsealy, Dublin",K67W667,Howth Head,14.329,26.066666666666666,14329,1564,End of Terrace,3,2,112.0 m²,—,—,26/05/2025,"€470,000","€467,000","2 HOLYWELL GROVE, FELTRIM HALL, KINSEALY",26/05/2025,"2 HOLYWELL GROVE, FELTRIM HALL, KINSEALY",Dublin,"ï¿½467,000.00",No,No,Second-Hand Dwelling house /Apartment,
"50 Heatherview Ave, Aylesbury, Tallaght Dublin 24, Dublin 24, Dublin",D24AC8H,Ringsend,13.955,35.55,13955,2133,Detached,3,1,97.0 m²,—,—,26/05/2025,"€459,000","€460,000","50 HEATHERVIEW AVE, AYLESBURY, TALLAGHT DUBLIN 24",26/05/2025,"50 HEATHERVIEW AVE, AYLESBURY, TALLAGHT DUBLIN 24",Dublin,"ï¿½460,000.00",No,No,Second-Hand Dwelling house /Apartment,
"6 The Boulevard, Semple Woods, Donabate, Dublin",K36C8K7,Ringsend,22.128,23.7,22128,1422,Semi-D,3,3,95.0 m²,A1,—,26/05/2025,"€540,000","€542,000","6 THE BOULEVARD, SEMPLE WOODS, DONABATE",26/05/2025,"6 THE BOULEVARD, SEMPLE WOODS, DONABATE",Dublin,"ï¿½542,000.00",No,No,Second-Hand Dwelling house /Apartment,
"Apt 92, Grand Canal Square Residences, Forbes St, Dublin",D02DD26,Ringsend,1.581,6.016666666666667,1581,361,Apartment,2,1,63.0 m²,C1,—,26/05/2025,"€475,000","€577,500","APT 92, GRAND CANAL SQUARE RESIDENCES, FORBES ST",26/05/2025,"APT 92, GRAND CANAL SQUARE RESIDENCES, FORBES ST",Dublin,"ï¿½577,500.00",No,No,Second-Hand Dwelling house /Apartment,
"25 Woodbrook Sq, Riverwood Rd, Castleknock, Dublin 15, Dublin",D15KW90,Ringsend,26.617,30.533333333333335,26617,1832,Apartment,2,2,72.0 m²,B3,—,26/05/2025,"€320,000","€339,500","25 WOODBROOK SQ, RIVERWOOD RD, CASTLEKNOCK",26/05/2025,"25 WOODBROOK SQ, RIVERWOOD RD, CASTLEKNOCK",Dublin,"ï¿½339,500.00",No,No,Second-Hand Dwelling house /Apartment,
"26 Block A, Smithfield Market, Dublin 7, Dublin 7, Dublin",D07E309,Ringsend,6.089,22.333333333333332,6089,1340,Apartment,2,1,70.0 m²,C3,—,26/05/2025,"€465,000","€496,000","26 BLOCK A, SMITHFIELD MARKET, DUBLIN 7",26/05/2025,"26 BLOCK A, SMITHFIELD MARKET, DUBLIN 7",Dublin,"ï¿½496,000.00",No,No,Second-Hand Dwelling house /Apartment,
"8 Drynam Close, Drynam Hall, Swords, Dublin",K67K162,Howth Head,13.048,23.666666666666668,13048,1420,Terrace,3,2,108.0 m²,—,—,26/05/2025,"€390,000","€420,000","8 DRYNAM CLOSE, DRYNAM HALL, SWORDS",26/05/2025,"8 DRYNAM CLOSE, DRYNAM HALL, SWORDS",Dublin,"ï¿½420,000.00",No,No,Second-Hand Dwelling house /Apartment,
"Apt 5, 49 St Anthonys Road, Herberton, Dublin",D08ND27,Ringsend,6.059,20.116666666666667,6059,1207,Apartment,2,2,80.0 m²,B2,—,26/05/2025,"€375,000","€405,000","APT 5, 49 ST ANTHONYS ROAD, HERBERTON",26/05/2025,"APT 5, 49 ST ANTHONYS ROAD, HERBERTON",Dublin,"ï¿½405,000.00",No,No,Second-Hand Dwelling house /Apartment,
"162 Blackditch Rd, Ballyfermot, Dublin 10, Dublin 10, Dublin",D10DH96,Blackrock,24.323,32.85,24323,1971,Terrace,3,1,94.0 m²,—,—,26/05/2025,"€275,000","€374,600","162 BLACKDITCH RD, BALLYFERMOT, DUBLIN 10",26/05/2025,"162 BLACKDITCH RD, BALLYFERMOT, DUBLIN 10",Dublin,"ï¿½374,600.00",No,No,Second-Hand Dwelling house /Apartment,
"22 Golden Ridge Lodge, Skerries Road, Rush, Dublin",K56AK87,Ringsend,29.797,34.166666666666664,29797,2050,Duplex,3,3,129.0 m²,B1,—,26/05/2025,"€369,950","€403,000","22 GOLDEN RIDGE LODGE, SKERRIES ROAD, RUSH",26/05/2025,"22 GOLDEN RIDGE LODGE, SKERRIES ROAD, RUSH",Dublin,"ï¿½403,000.00",No,No,Second-Hand Dwelling house /Apartment,
"53 Fernleigh Dr, Carpenterstown, Castleknock Dublin 15, Dublin 15, Dublin",D15HDH9,Ringsend,26.765,30.116666666666667,26765,1807,Terrace,2,2,68.0 m²,C1,—,26/05/2025,"€385,000","€420,000","53 FERNLEIGH DR, CARPENTERSTOWN, CASTLEKNOCK DUBLIN 15",26/05/2025,"53 FERNLEIGH DR, CARPENTERSTOWN, CASTLEKNOCK DUBLIN 15",Dublin,"ï¿½420,000.00",No,No,Second-Hand Dwelling house /Apartment,
"20 Parkmore Dr, Terenure, Dublin 6w, Dublin",D6WKR99,Ringsend,7.091,21.716666666666665,7091,1303,Terrace,4,3,201.0 m²,D1,—,26/05/2025,"€1,395,000","€600,000","20 PARKMORE DR, TERENURE, DUBLIN 6W",26/05/2025,"20 PARKMORE DR, TERENURE, DUBLIN 6W",Dublin,"ï¿½600,000.00",No,No,Second-Hand Dwelling house /Apartment,
